"=""Recurso""";"=""Unid.""";"=""Média""";"=""CMA""";"=""Simulado""";"=""Qtd.Est.""";"=""Ped.Pend.""";"=""Saldo""";"=""Cust.Unit.""";"=""TRP""";"=""DEE"""
"=""702006 - AVENTAL DE COURO SIMPLES""";"=""Un""";"11,6666666666667";"11";"1";"35";"0";"34";"32";;"0"
"=""702008 - AVENTAL DE COURO C/ MANGAS""";"=""Un""";"25,6666666666667";"16";"1";"28";"0";"27";"72";;"0"
"=""702017 - LUVA DE VAQUETA C.CURTO""";"=""Un""";"75,3333333333333";"42";"1";"19";"0";"18";"13,7";;"0"
"=""702018 - LUVA CANO LONGO""";"=""Un""";"30";"0";"1";"75";"0";"74";"13";;"0"
"=""702019 - LUVA CANO LONGO ACOCHOADA""";"=""Un""";"36";"36";"1";"15";"0";"14";"58";;"0"
"=""702020 - LUVA CANO CURTO""";"=""Un""";"37,3333333333333";"11";"1";"52";"0";"51";"10";;"0"
"=""702025 - LUVA TRICOTADA DE ALGODÃO""";"=""Un""";"145";"131";"1";"192";"0";"191";"2,5";;"0"
"=""702028 - LUVA LATEX NITRILON""";"=""Un""";"28,6666666666667";"30";"1";"63";"0";"62";"7,5";;"0"
"=""702032 - LUVA PVC C/LONGO FORRADA""";"=""Un""";"40,3333333333333";"16";"1";"34";"0";"33";"23";;"0"
"=""702043 - MASC. C/ VIS. MOVEL-SOLDADOR""";"=""Un""";"13";"15";"1";"5";"8";"12";"48";;"0"
"=""702057 - RESP. DESC. PFF2""";"=""Un""";"234,666666666667";"281";"1";"194";"100";"293";"1,1";;"0"
"=""702058 - FILTRO P/POEIRA/NEVOA/GAS/VAPOR 2078""";"=""Un""";"32,6666666666667";"28";"1";"192";"0";"191";"33,65";;"0"
"=""702061 - CARTUCHO VAP ORG/GASES ACIDOS BR 6003 - 3M""";"=""Un""";"0,333333333333333";"0";"1";"36";"0";"35";"36,55";;"0"
"=""702063 - FILTRO P/ PARTICULAS 5N11 P 6000/7500""";"=""Un""";"11,3333333333333";"24";"1";"58";"0";"57";"9";;"0"
"=""702064 - TIRANTE FIXO P/ RESP. 6000 CÓD. 6281""";"=""Un""";"6";"18";"1";"0";"15";"14";"70,7";;"0"
"=""702067 - PROTETOR FACIAL 8"""" INCOLOR""";"=""Un""";"8";"4";"1";"8";"0";"7";"21,806";;"0"
"=""702068 - RESPIRADOR SEMI FACIAL 7500/7502 MED CA12011 3M""";"=""Un""";"5";"5";"1";"7";"0";"6";"266,34";;"0"
"=""702069 - TIRANTE FIXO P/ RESP. 7500 CÓD. 7581 3M""";"=""Un""";"0,333333333333333";"0";"1";"12";"0";"11";"90";;"0"
"=""702077 - OCULOS  P/ TORNEIRO LENTE VERDE""";"=""Un""";"2,33333333333333";"0";"1";"23";"0";"22";"4,5";;"0"
"=""702078 - OCULOS VISION 3000 INCOLOR""";"=""Un""";"20,6666666666667";"51";"1";"6";"0";"5";"6,5";;"0"
"=""702080 - PERNEIRA P/SOLDADOR""";"=""Un""";"19,3333333333333";"0";"1";"30";"0";"29";"25";;"0"
"=""702081 - CARNEIRA C/CATRACA P/MASCARA CC""";"=""Un""";"5,66666666666667";"0";"1";"17";"0";"16";"16";;"0"
"=""702088 - MÁSCARA CIRÚRGICA DESCARTÁVEL""";"=""Un""";"50";"50";"1";"115";"0";"114";"0,18";;"0"
"=""702092 - LENTE ESCURA N 10""";"=""Un""";"4,66666666666667";"11";"1";"97";"0";"96";"1,7";;"0"
"=""702093 - LENTE ESCURA N 12""";"=""Un""";"3,66666666666667";"11";"1";"328";"0";"327";"2";;"0"
"=""702098 - PLASTICO P/ PLASTIFICADORA A4 220 X 307 X 0,05 MM C/ 100 UN""";"=""Un""";"1";"1";"1";"7";"0";"6";"134,9";;"0"
"=""702109 - LENTE BRANCA RETANGULAR""";"=""Un""";"566,666666666667";"800";"1";"748";"300";"1047";"0,9";;"0"
"=""702110 - MANGOTE P/SOLDADOR""";"=""Un""";"0";"0";"1";"51";"0";"50";"25";;"0"
"=""702111 - MANGOTE DE TECIDO C/ ELASTICO NOS PUNHOS""";"=""Un""";"11,3333333333333";"3";"1";"8";"50";"57";"10,95";;"0"
"=""702122 - PROTETOR AURICULAR""";"=""Un""";"51,3333333333333";"67";"1";"93";"0";"92";"3,5";;"0"
"=""702124 - PROTETOR AURICULAR DESC ESPONJOSO""";"=""Un""";"134,666666666667";"2";"1";"174";"0";"173";"0,85";;"0"
"=""702134 - OCULOS SOBREPOR INCOLOR""";"=""Un""";"8";"0";"1";"1";"40";"40";"9,12";;"0"
"=""702146 - PROTETOR AURICULAR TIPO CONCHA""";"=""Un""";"2";"0";"1";"1";"30";"30";"38";;"0"
"=""702147 - KIT ALMOFADA E ESPUMA INTERNA P/ ABAFADOR MUPLER CÓD.350010230098""";"=""Un""";"0";"0";"1";"7";"0";"6";"24";;"0"
"=""703040 - TRINCHA - TIGRE 572 - 1""""""";"=""Un""";"0";"0";"1";"11";"0";"10";"3";;"0"
"=""703041 - TRINCHA - TIGRE 572 - 1.1/2""""""";"=""Un""";"0";"0";"1";"2";"0";"1";"4,5";;"0"
"=""703059 - TRINCHA - TIGRE 572 - 3""""""";"=""Un""";"0,666666666666667";"0";"1";"18";"0";"17";"9,2";;"0"
"=""703061 - TRAPO COSTURADO""";"=""KG""";"1375";"1400";"1";"325";"0";"324";"3,25";;"0"
"=""704010 - AÇÚCAR P/ COPA""";"=""KG""";"21,6666666666667";"28";"1";"27";"0";"26";"4,45";;"0"
"=""704011 - CAFÉ P/ COPA""";"=""Un""";"52,3333333333333";"50";"1";"88";"0";"87";"9,7";;"0"
"=""705884 - REMOVEDOR RCG S ETAPA 2""";"=""Un""";"0";"0";"1";"23";"0";"22";"41,5";;"0"
"=""708006 - CX GIZ BRANCO C/ 64 UNIDS""";"=""Un""";"4,33333333333333";"5";"1";"12";"0";"11";"3,75";;"0"
"=""708021 - PASTA SUSPENSA""";"=""Un""";"2,33333333333333";"5";"1";"23";"0";"22";"2,8";;"0"
"=""709041 - BLOCO NOTEFIX 38 X 50 C/ 100FLS C/ 4UNDS""";"=""Un""";"1,66666666666667";"1";"1";"1";"0";"0";"6,25";;"0"
"=""712001 - CX CLIPS No. 6/0 50 UNIDS""";"=""Un""";"0,666666666666667";"0";"1";"8";"0";"7";"4,75";;"0"
"=""712048 - CX GRAMPO 26/6 C/5000""";"=""Un""";"1,33333333333333";"2";"1";"2";"0";"1";"5,85";;"0"
"=""712073 - CX LIGA ELASTICA N° 18 C/ 55 UNIDS""";"=""Un""";"4,66666666666667";"1";"1";"5";"0";"4";"7,95";;"0"
"=""712085 - CAIXA P/ ARQUIVO MORTO""";"=""Un""";"6";"3";"1";"24";"0";"23";"1,9999";;"0"
"=""712115 - CX CLIPS No. 1/0 C/ 100 UNIDS""";"=""Un""";"0";"0";"1";"2";"0";"1";"3,5";;"0"
"=""712309 - CANETA MARCA TEXTO""";"=""Un""";"3,66666666666667";"6";"1";"67";"0";"66";"1,55";;"0"
"=""712322 - CANETA ESCRITA GROSSA""";"=""Un""";"22";"14";"1";"32";"0";"31";"0,85";;"0"
"=""712360 - CADERNO COMUM""";"=""Un""";"0,333333333333333";"1";"1";"3";"0";"2";"5,68";;"0"
"=""716030 - PAPEL OFICIO A-4 C/ 500 FOLHAS""";"=""Un""";"26,3333333333333";"27";"1";"16";"0";"15";"21,6";;"0"
"=""717012 - PAPEL HIGIÊNICO C/ 300M""";"=""Un""";"98,6666666666667";"120";"1";"192";"0";"191";"2,875";;"0"
"=""717017 - PAPEL TOALHA BRANCO C/2400 F.""";"=""Un""";"71,6666666666667";"32";"1";"4";"0";"3";"20";;"0"
"=""717022 - VASSOURA DE NYLON Nº 5""";"=""Un""";"6";"2";"1";"12";"0";"11";"6,55";;"0"
"=""717024 - POLIDOR DE ALUMINIO LIMPA FACIL 500ml""";"=""Un""";"0";"0";"1";"12";"0";"11";"1,8542";;"0"
"=""717034 - SABÃO EM PÓ""";"=""KG""";"1,66666666666667";"0";"1";"10";"0";"9";"4,3";;"0"
"=""717060 - VASSOURINHA DE PIACAVA""";"=""Un""";"3,66666666666667";"2";"1";"10";"0";"9";"3,95";;"0"
"=""717083 - VASSOURÃO GARY PIAÇAVA""";"=""Un""";"2";"1";"1";"2";"0";"1";"10,5";;"0"
"=""717095 - PINCEL ATOMICO""";"=""Un""";"6,33333333333333";"14";"1";"7";"0";"6";"3,5";;"0"
"=""717096 - PINCEL PILOTO QUADRO BRANCO""";"=""Un""";"10,6666666666667";"3";"1";"60";"0";"59";"8,3";;"0"
"=""717101 - COPO PLÁSTICO DE 200ML.""";"=""Un""";"13833,6666666667";"12601";"1";"14999";"0";"14998";"0,044";;"0"
"=""717113 - PAPEL HIGIENICO PERFUMADO""";"=""Un""";"217,333333333333";"128";"1";"124";"0";"123";"0,8469";;"0"
"=""760002 - ÁGUA SANITÁRIA""";"=""L""";"90";"100";"1";"50";"0";"49";"1,1";;"0"
"=""760006 - DESINFETANTE PERFUMADO""";"=""L""";"181,666666666667";"180";"1";"25";"0";"24";"4,99";;"0"
"=""760010 - DETERGENTE LÍQUIDO PERFUMADO""";"=""L""";"193,333333333333";"150";"1";"115";"0";"114";"2";;"0"
"=""801010 - OXIGENIO GASOSO""";"=""M3""";"762,333333333333";"920";"1";"165";"21";"185";"19,8903";;"0"
"=""801033 - GLP EM BUTIJÃO DE 45 KG.""";"=""Un""";"0";"0";"1";"2";"0";"1";"620,95";;"0"
"=""801083 - MISTURA STARGOLD FLEX""";"=""M3""";"11";"0";"1";"84";"0";"83";"19,8905";;"0"
"=""801084 - DIOXIDO DE CARBONO 2.2 NA (25KG)""";"=""KG""";"700";"750";"1";"675";"0";"674";"17";;"0"
"=""801100 - GLP EM BOTIJAO DE 13KG""";"=""Un""";"0";"0";"1";"0";"12";"11";"105";;"0"
"=""801112 - ARGONIO LIQUIDO""";"=""M3""";"1837,34666666667";"1690,65";"1";"718,17";"0";"717,17";"25,0091";;"0"
"=""801124 - GLP EM BUTIJÃO DE 20 KG.""";"=""Un""";"8,33333333333333";"8";"1";"6";"0";"5";"260,5";;"0"
"=""802050 - OLEO SOLUVEL""";"=""L""";"140";"400";"1";"400";"400";"799";"17,75";;"0"
"=""899999 - MANUTENÇÃO DE VEICULOS""";"=""Un""";"0";"0";"1";"0";"1";"0";"1687";;"0"
